gender,SeniorCitizen,Partner,Dependents,PhoneService,Contract,PaperlessBilling,MonthlyCharges,Churn
Male,1,Yes,No,Yes,Month-to-month,Yes,94.55,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,104.2,Yes
Female,0,No,No,Yes,One year,Yes,94.4,No
Male,0,No,No,Yes,One year,No,56.1,No
Female,0,Yes,Yes,Yes,Two year,No,68.25,No
Male,0,No,No,Yes,Two year,No,24.75,No
Male,0,No,No,Yes,Month-to-month,Yes,76.25,No
Female,0,No,No,Yes,Month-to-month,No,74.35,No
Male,0,No,Yes,Yes,Month-to-month,No,54.15,No
Male,0,No,Yes,Yes,Month-to-month,No,19.45,No
Male,0,Yes,Yes,No,Month-to-month,Yes,34.95,No
Female,0,No,No,Yes,Month-to-month,Yes,53.65,No
Male,1,No,No,Yes,Month-to-month,Yes,69.65,Yes
Male,0,No,No,Yes,One year,No,104,No
Female,0,Yes,No,Yes,Two year,Yes,70.35,No
Male,0,No,No,Yes,Month-to-month,Yes,80.8,Yes
Male,0,No,Yes,Yes,One year,No,64.85,No
Female,0,No,No,Yes,Month-to-month,No,19.65,No
Female,0,Yes,No,Yes,Month-to-month,No,45.9,No
Male,0,No,No,Yes,Two year,No,20,No
Male,0,Yes,Yes,Yes,Month-to-month,No,44.8,No
Female,0,No,No,Yes,Month-to-month,Yes,80.3,Yes
Female,0,Yes,No,Yes,One year,No,20.35,No
Female,0,No,Yes,No,Month-to-month,No,45.8,No
Male,1,Yes,No,Yes,Month-to-month,Yes,84.1,Yes
Female,0,Yes,No,Yes,One year,Yes,108.95,No
Male,0,No,No,Yes,Month-to-month,Yes,69.35,Yes
Female,0,No,No,No,Two year,No,64.35,No
Male,0,Yes,Yes,Yes,Two year,Yes,90.8,No
Male,0,No,No,Yes,One year,No,24.95,No
Female,1,Yes,Yes,Yes,Month-to-month,Yes,79.6,Yes
Female,0,Yes,No,Yes,Two year,Yes,84.7,No
Female,0,No,Yes,Yes,One year,Yes,70.8,No
Female,1,No,No,No,Month-to-month,Yes,36.45,Yes
Female,1,No,No,Yes,Month-to-month,Yes,104.4,No
Male,1,Yes,No,Yes,Month-to-month,Yes,101.5,No
Male,0,No,No,Yes,Month-to-month,No,54.3,No
Male,1,Yes,Yes,Yes,Month-to-month,Yes,103.95,No
Female,0,Yes,Yes,Yes,Two year,Yes,91.1,No
Male,0,No,Yes,Yes,Two year,No,19.95,No
Female,0,Yes,No,Yes,Two year,No,26.45,No
Male,0,No,Yes,Yes,Month-to-month,Yes,89.4,Yes
Male,0,No,No,Yes,Two year,Yes,75.1,No
Female,1,No,No,Yes,One year,No,108.1,No
Female,0,Yes,No,Yes,Two year,Yes,110.15,No
Female,1,Yes,No,Yes,Month-to-month,No,80.35,Yes
Female,0,No,No,Yes,One year,Yes,111.5,No
Female,0,Yes,Yes,Yes,One year,Yes,106.5,No
Male,0,No,No,Yes,One year,Yes,19.9,No
Male,0,Yes,Yes,Yes,Two year,Yes,111.1,No
Male,0,No,Yes,Yes,Month-to-month,No,70.7,No
Male,1,Yes,No,No,Month-to-month,Yes,24.85,No
Female,0,No,No,Yes,Month-to-month,No,91.2,No
Male,0,No,No,Yes,Two year,No,65.6,No
Female,1,Yes,No,No,Month-to-month,Yes,40.65,Yes
Female,0,Yes,Yes,Yes,Month-to-month,No,59.45,No
Male,0,Yes,No,Yes,Two year,Yes,109.95,No
Male,0,Yes,No,No,One year,Yes,60.45,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,84.9,Yes
Male,0,Yes,Yes,No,Two year,No,38.5,No
Female,1,Yes,No,Yes,Month-to-month,Yes,92.55,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,73.55,Yes
Female,0,Yes,No,Yes,Month-to-month,No,20.15,Yes
Female,0,Yes,No,No,One year,No,34.7,Yes
Female,0,No,No,Yes,Month-to-month,Yes,24.5,No
Male,0,No,No,Yes,Month-to-month,No,20.6,No
Female,0,No,No,Yes,One year,No,58,No
Female,1,Yes,Yes,Yes,One year,Yes,107.45,No
Female,0,No,No,Yes,Month-to-month,Yes,65.5,No
Male,0,Yes,No,Yes,Two year,No,25.45,No
Female,1,No,No,Yes,One year,Yes,100.15,No
Male,0,Yes,Yes,Yes,One year,Yes,104.45,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,21.15,No
Male,0,No,No,Yes,Month-to-month,No,96.2,No
Male,0,No,No,Yes,Month-to-month,Yes,44.4,No
Female,1,Yes,No,Yes,One year,Yes,107.55,Yes
Male,0,Yes,Yes,Yes,Two year,No,94.35,No
Male,1,Yes,No,Yes,Month-to-month,Yes,98.75,Yes
Male,0,Yes,Yes,Yes,Month-to-month,No,20.3,No
Female,0,Yes,No,Yes,Month-to-month,No,101.15,Yes
Female,0,Yes,No,Yes,One year,No,105.75,No
Male,0,No,No,Yes,Month-to-month,Yes,81.15,No
Male,0,No,No,Yes,One year,Yes,89.55,No
Female,0,No,No,Yes,Month-to-month,Yes,54.75,No
Female,0,Yes,No,Yes,One year,Yes,53.75,No
Male,0,Yes,Yes,Yes,One year,No,105.75,No
Female,1,Yes,No,Yes,Two year,Yes,105.85,No
Male,0,No,No,Yes,One year,Yes,64.2,No
Male,0,No,No,Yes,Month-to-month,Yes,88.7,Yes
Male,0,No,No,Yes,One year,Yes,87.7,No
Female,0,No,No,Yes,Month-to-month,Yes,89.3,No
Female,0,Yes,Yes,Yes,Two year,Yes,20.15,No
Female,0,No,No,Yes,Month-to-month,Yes,79.75,Yes
Female,0,No,No,Yes,Month-to-month,Yes,94.55,Yes
Female,0,Yes,No,Yes,Two year,Yes,20.05,No
Male,0,No,Yes,No,Two year,No,67.2,No
Male,0,No,No,Yes,Month-to-month,No,94.55,No
Female,1,No,No,Yes,Month-to-month,Yes,69.05,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,107.5,No
Male,1,No,No,Yes,One year,Yes,73,No
Male,0,Yes,Yes,Yes,Two year,No,114.75,No
Female,0,No,No,Yes,Month-to-month,Yes,76.05,No
Male,0,Yes,Yes,Yes,Two year,Yes,96.25,Yes
Male,1,No,No,Yes,Month-to-month,Yes,101.1,Yes
Male,0,No,No,Yes,One year,Yes,104.7,Yes
Male,1,Yes,No,Yes,Month-to-month,No,77.9,No
Female,0,No,No,Yes,Month-to-month,Yes,90.65,No
Male,1,Yes,No,Yes,Two year,Yes,110.45,No
Female,0,No,No,Yes,One year,No,68.7,No
Male,1,No,No,No,Month-to-month,Yes,44.85,No
Male,1,Yes,No,No,One year,Yes,29.8,No
Female,0,No,No,Yes,One year,Yes,88.9,No
Male,0,Yes,Yes,Yes,One year,Yes,58.75,No
Male,1,Yes,No,Yes,One year,No,19.85,No
Male,0,Yes,Yes,Yes,Two year,No,86.9,No
Male,0,No,No,Yes,Month-to-month,Yes,59.65,No
Male,0,No,Yes,Yes,Month-to-month,Yes,55.25,Yes
Male,0,No,Yes,Yes,Month-to-month,No,66.4,No
Female,0,No,No,Yes,Month-to-month,Yes,90.1,Yes
Female,0,Yes,Yes,Yes,Two year,No,20.15,No
Female,1,Yes,No,Yes,One year,Yes,108.1,No
Male,0,No,No,Yes,Month-to-month,No,53.75,Yes
Male,0,Yes,Yes,Yes,One year,No,56.9,No
Female,0,No,No,Yes,Month-to-month,No,89.3,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,109.6,No
Male,0,Yes,Yes,Yes,Two year,No,25.15,No
Female,0,Yes,Yes,Yes,One year,Yes,79.15,No
Female,0,Yes,Yes,Yes,Two year,No,66.75,No
Female,0,Yes,No,Yes,Month-to-month,Yes,95.2,Yes
Female,0,No,Yes,Yes,Month-to-month,No,48.8,No
Female,1,No,No,No,Month-to-month,No,45.7,Yes
Female,0,Yes,No,Yes,Two year,Yes,80.7,No
Male,0,Yes,No,Yes,Month-to-month,Yes,74.5,Yes
Male,0,No,No,Yes,Month-to-month,No,20.55,No
Female,0,No,No,Yes,Month-to-month,Yes,79.65,Yes
Female,0,No,No,Yes,One year,Yes,115.1,No
Female,0,Yes,Yes,No,Two year,No,59.7,No
Female,0,Yes,No,Yes,One year,No,86.45,No
Male,0,No,No,No,One year,No,33.7,No
Male,0,No,No,Yes,One year,No,80.1,No
Female,0,Yes,Yes,Yes,Two year,Yes,104.05,No
Female,1,Yes,No,Yes,Month-to-month,No,108.75,No
Female,0,No,No,No,One year,Yes,41.1,No
Female,0,Yes,Yes,Yes,Two year,Yes,20.35,No
Female,1,Yes,No,Yes,Month-to-month,Yes,105.9,No
Female,1,Yes,No,Yes,Month-to-month,Yes,101.3,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,80.05,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,89.2,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,65.5,No
Male,0,No,Yes,No,Month-to-month,Yes,40.45,No
Male,1,Yes,No,Yes,Month-to-month,No,70.45,No
Female,0,Yes,No,Yes,Two year,Yes,78.8,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,83.65,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,90.1,No
Female,0,No,No,Yes,Two year,Yes,82.45,No
Female,0,Yes,No,Yes,Two year,No,20.25,No
Male,0,Yes,No,Yes,Month-to-month,No,66.25,No
Female,0,Yes,No,Yes,Month-to-month,No,19.5,Yes
Male,0,No,No,Yes,Month-to-month,No,51.25,Yes
Male,0,Yes,No,Yes,Month-to-month,No,89.7,No
Female,0,Yes,No,No,Two year,No,64.55,No
Male,0,No,No,Yes,Month-to-month,Yes,45.6,Yes
Male,0,Yes,Yes,Yes,One year,Yes,93.65,No
Female,0,No,No,Yes,Month-to-month,Yes,49.65,Yes
Female,0,Yes,Yes,Yes,Two year,No,73.6,No
Female,1,Yes,No,Yes,Two year,Yes,109.75,No
Male,0,No,Yes,Yes,Two year,No,61.45,No
Female,0,Yes,No,Yes,One year,Yes,106.4,No
Female,0,Yes,No,Yes,Month-to-month,No,81.9,No
Female,0,Yes,Yes,Yes,One year,Yes,105.2,No
Male,0,No,No,Yes,One year,No,54.6,No
Male,0,Yes,Yes,Yes,One year,No,20.55,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,20,Yes
Female,0,Yes,Yes,Yes,Two year,No,19.7,No
Female,0,Yes,No,Yes,One year,Yes,66.05,No
Female,0,Yes,No,No,Month-to-month,Yes,34,Yes
Male,1,Yes,No,Yes,Month-to-month,Yes,92.5,Yes
Male,0,Yes,Yes,No,Two year,Yes,54.05,No
Female,0,No,No,Yes,One year,Yes,58.9,No
Female,0,Yes,Yes,Yes,Month-to-month,No,88.35,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,107.95,Yes
Female,0,Yes,No,Yes,One year,Yes,96.9,No
Male,0,No,No,Yes,Month-to-month,No,19.1,No
Male,0,No,No,Yes,Month-to-month,No,50,No
Female,0,Yes,No,No,Two year,No,45.4,No
Male,0,Yes,Yes,Yes,Month-to-month,No,85.45,No
Female,0,No,No,Yes,One year,No,84.1,No
Female,1,No,No,Yes,Month-to-month,Yes,74.45,Yes
Female,0,No,No,Yes,Month-to-month,Yes,64.75,Yes
Female,0,Yes,No,No,Two year,No,66.25,No
Male,0,No,Yes,Yes,Two year,Yes,76.9,No
Male,0,No,No,Yes,Month-to-month,No,89.8,Yes
Male,0,No,No,Yes,Two year,Yes,74.6,No
Male,0,Yes,No,Yes,Two year,Yes,116.95,No
Male,0,No,Yes,No,One year,Yes,40.65,No
Male,0,Yes,Yes,Yes,Two year,Yes,114.35,No
Male,0,Yes,Yes,Yes,Two year,No,69.7,No
Female,0,No,No,Yes,One year,No,95.5,Yes
Male,0,No,No,Yes,Month-to-month,Yes,98.65,No
Male,0,No,No,Yes,Month-to-month,No,61.65,No
Female,0,No,Yes,Yes,Month-to-month,Yes,89.35,No
Male,0,No,No,Yes,Month-to-month,Yes,95.4,No
Female,0,Yes,No,No,One year,No,35.4,No
Male,0,Yes,No,Yes,Two year,No,19.95,No
Male,0,No,No,Yes,Month-to-month,No,19.25,No
Female,1,No,No,No,Month-to-month,Yes,29.65,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,84.5,Yes
Female,0,No,Yes,Yes,One year,Yes,20.4,No
Male,0,Yes,Yes,Yes,Two year,No,24.75,No
Male,0,Yes,Yes,Yes,Two year,No,25.35,No
Male,0,No,No,Yes,Month-to-month,Yes,90.7,Yes
Male,0,No,Yes,Yes,Two year,No,20,No
Female,0,Yes,Yes,Yes,Two year,Yes,59.75,No
Female,0,Yes,Yes,Yes,Two year,Yes,82.5,No
Female,1,No,No,Yes,Month-to-month,Yes,70.3,Yes
Female,0,No,No,Yes,Month-to-month,No,20.35,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,90.8,No
Female,0,No,No,Yes,One year,Yes,103.95,Yes
Female,1,No,No,Yes,Month-to-month,Yes,104.95,No
Male,0,Yes,No,Yes,Two year,Yes,105.25,No
Female,0,No,No,Yes,Month-to-month,Yes,74.75,Yes
Female,0,No,No,Yes,Month-to-month,Yes,50.8,Yes
Male,0,No,No,Yes,One year,No,23.75,No
Male,0,No,No,Yes,Month-to-month,Yes,61.3,No
Female,0,Yes,Yes,Yes,Two year,No,75.8,No
Female,0,Yes,No,Yes,One year,Yes,98,No
Male,0,No,No,Yes,Month-to-month,Yes,80.25,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,78.9,Yes
Male,0,Yes,Yes,No,One year,Yes,52,No
Male,0,No,No,Yes,Month-to-month,Yes,84.75,Yes
Female,0,No,No,Yes,Month-to-month,Yes,64.4,No
Male,0,No,No,Yes,Month-to-month,No,85.45,Yes
Male,0,No,No,Yes,Month-to-month,Yes,45.8,No
Male,0,No,No,No,Month-to-month,No,30.5,No
Male,0,Yes,Yes,Yes,Month-to-month,No,19.9,Yes
Female,0,Yes,No,Yes,Month-to-month,No,69.15,No
Male,1,No,No,Yes,Month-to-month,Yes,99.45,Yes
Female,0,No,No,No,One year,Yes,49.25,No
Male,0,Yes,Yes,No,Two year,No,39.35,No
Female,0,No,No,Yes,Month-to-month,Yes,70.6,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,105.1,No
Female,0,No,No,Yes,Month-to-month,Yes,81,Yes
Female,0,No,Yes,Yes,One year,Yes,20.1,No
Male,0,No,No,Yes,Month-to-month,Yes,84.85,Yes
Male,0,No,No,Yes,Month-to-month,No,19.75,No
Female,0,No,No,Yes,One year,No,19.75,No
Female,0,No,No,Yes,Month-to-month,Yes,70.4,No
Male,0,No,No,Yes,Two year,No,20.45,No
Female,0,Yes,Yes,Yes,Two year,No,20.35,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,86.2,No
Female,0,No,No,Yes,One year,Yes,95.65,No
Male,0,No,Yes,Yes,One year,Yes,103.8,No
Male,0,Yes,Yes,Yes,Two year,Yes,97.2,No
Female,0,Yes,Yes,Yes,Two year,No,63.55,No
Female,0,No,No,Yes,Two year,No,24.95,No
Female,1,No,No,Yes,Month-to-month,Yes,89.15,Yes
Female,0,Yes,No,Yes,Two year,Yes,99,No
Female,1,Yes,No,No,Month-to-month,Yes,24.8,Yes
Male,1,Yes,No,Yes,One year,Yes,85.55,No
Female,0,No,No,Yes,Month-to-month,Yes,94,No
Male,0,No,No,Yes,One year,Yes,105.65,Yes
Female,0,No,No,Yes,Month-to-month,Yes,50.3,No
Female,0,Yes,Yes,Yes,One year,Yes,95,No
Male,0,Yes,Yes,Yes,Two year,Yes,61.4,No
Male,1,No,No,Yes,Month-to-month,Yes,80.55,No
Female,1,Yes,No,Yes,Two year,No,78.5,No
Male,0,Yes,No,Yes,Two year,No,114.3,No
Female,0,No,No,Yes,Two year,No,20.05,No
Male,0,Yes,Yes,Yes,Two year,No,62.65,No
Male,0,No,No,Yes,Month-to-month,Yes,80.85,Yes
Male,1,Yes,No,Yes,Two year,Yes,92.7,No
Female,0,No,No,Yes,Month-to-month,No,100.45,No
Male,0,Yes,No,Yes,Two year,Yes,75.2,No
Female,0,No,No,Yes,Month-to-month,Yes,84.75,No
Female,0,Yes,No,Yes,Month-to-month,No,89.45,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,79.5,No
Male,0,No,No,Yes,Month-to-month,Yes,72.15,Yes
Female,0,No,No,Yes,One year,Yes,19.8,No
Female,0,No,No,Yes,Month-to-month,No,76.4,Yes
Male,0,No,No,Yes,One year,Yes,100.9,No
Male,0,No,Yes,Yes,Month-to-month,Yes,95.3,No
Female,0,Yes,Yes,Yes,One year,No,90.95,No
Female,0,No,Yes,Yes,Month-to-month,No,54.5,No
Female,1,No,No,Yes,Month-to-month,Yes,61.6,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,79.9,Yes
Male,1,No,No,Yes,Month-to-month,Yes,96.15,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,49.6,No
Female,0,Yes,No,Yes,Two year,No,65.3,Yes
Female,0,No,Yes,Yes,Two year,Yes,25,No
Male,0,No,No,Yes,Month-to-month,No,45.45,No
Male,0,Yes,No,Yes,Month-to-month,Yes,107.75,No
Male,0,Yes,Yes,Yes,Two year,Yes,89.1,No
Male,0,No,No,Yes,Month-to-month,No,19.65,Yes
Female,0,No,No,Yes,Month-to-month,No,44.75,No
Female,0,Yes,Yes,Yes,One year,Yes,101.6,No
Male,0,Yes,Yes,Yes,Two year,No,103.15,No
Male,0,No,No,Yes,Month-to-month,Yes,84.65,Yes
Female,0,Yes,No,Yes,One year,No,95.65,No
Female,0,Yes,Yes,Yes,One year,No,75.1,No
Male,0,Yes,No,Yes,Two year,Yes,61.35,No
Female,1,Yes,No,Yes,Month-to-month,Yes,69.55,Yes
Female,0,No,No,Yes,Month-to-month,No,19.7,No
Female,0,No,No,No,Month-to-month,Yes,31.05,Yes
Female,0,Yes,Yes,Yes,Month-to-month,No,51,No
Male,0,No,No,Yes,Month-to-month,Yes,51,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,88.85,No
Male,0,Yes,No,Yes,Two year,No,20.05,No
Female,0,No,No,Yes,Two year,Yes,65.1,No
Male,0,Yes,No,Yes,One year,Yes,70.15,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,44.35,Yes
Male,0,No,No,Yes,Two year,Yes,20.75,No
Female,0,No,No,Yes,One year,Yes,56.05,No
Male,0,No,Yes,Yes,One year,Yes,19.95,No
Female,0,No,No,Yes,One year,No,98.6,No
Female,0,No,No,Yes,Month-to-month,Yes,79.7,Yes
Male,0,No,No,Yes,Month-to-month,Yes,79,No
Female,1,Yes,No,Yes,Two year,No,89.45,No
Female,0,No,No,Yes,Month-to-month,Yes,74.2,No
Male,0,Yes,Yes,Yes,Month-to-month,No,81,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,49.6,No
Female,0,No,No,Yes,Month-to-month,Yes,84.6,No
Male,0,No,Yes,Yes,Month-to-month,Yes,55,Yes
Female,1,No,No,Yes,Month-to-month,Yes,84.85,Yes
Female,0,Yes,Yes,Yes,Two year,Yes,84.2,No
Male,0,Yes,No,Yes,Two year,Yes,106.3,No
Female,0,No,No,Yes,Month-to-month,No,69.05,No
Female,0,No,No,Yes,Month-to-month,Yes,45.4,No
Male,1,No,No,Yes,Month-to-month,Yes,73.65,Yes
Male,0,Yes,Yes,Yes,One year,Yes,73.9,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,77.75,Yes
Male,0,Yes,Yes,Yes,Two year,Yes,99.35,No
Male,0,No,No,Yes,Month-to-month,Yes,50.75,No
Male,0,No,No,Yes,Two year,No,87.1,No
Male,0,No,Yes,Yes,One year,Yes,20.15,No
Male,1,Yes,No,Yes,One year,Yes,98.7,No
Female,0,No,Yes,No,Month-to-month,No,25.2,No
Male,0,No,No,Yes,Month-to-month,Yes,55.7,No
Male,0,No,No,Yes,Month-to-month,No,65.35,No
Female,0,Yes,Yes,Yes,Two year,Yes,25.3,No
Female,1,Yes,No,Yes,Month-to-month,Yes,84.35,Yes
Female,0,No,No,Yes,Month-to-month,No,84.95,Yes
Male,0,No,No,Yes,Month-to-month,Yes,73.85,Yes
Male,0,Yes,Yes,Yes,Two year,No,24.25,No
Male,0,Yes,Yes,No,One year,Yes,51.8,Yes
Female,1,Yes,No,Yes,Month-to-month,No,46,Yes
Male,1,No,No,Yes,Month-to-month,Yes,79.4,Yes
Male,0,Yes,Yes,Yes,Two year,No,60.5,No
Male,0,No,No,No,Month-to-month,No,25.1,No
Male,1,Yes,No,Yes,Month-to-month,Yes,71.8,Yes
Male,0,Yes,Yes,Yes,One year,No,20.05,No
Male,1,Yes,No,Yes,One year,No,88.4,Yes
Female,0,Yes,Yes,No,One year,No,30.25,No
Male,0,No,No,Yes,Month-to-month,No,20.2,No
Female,0,No,No,Yes,One year,Yes,59.9,No
Male,0,Yes,No,Yes,Two year,No,25.15,No
Female,0,No,Yes,Yes,Month-to-month,No,46,Yes
Male,0,No,No,Yes,Month-to-month,No,101.3,No
Male,0,Yes,No,Yes,Two year,Yes,76.95,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,55.3,No
Female,1,No,No,Yes,Two year,Yes,92.45,No
Female,0,No,No,Yes,Month-to-month,Yes,48.45,No
Female,0,Yes,Yes,Yes,Two year,No,19.35,No
Male,0,No,No,Yes,Month-to-month,No,51.75,Yes
Male,1,Yes,Yes,Yes,One year,Yes,86.7,No
Male,0,Yes,Yes,Yes,Month-to-month,Yes,94.4,Yes
Male,0,Yes,No,Yes,Month-to-month,No,55.7,No
Female,0,No,No,Yes,One year,Yes,84.25,No
Male,0,No,No,Yes,Month-to-month,Yes,64.65,No
Female,0,No,No,Yes,Month-to-month,Yes,70.15,Yes
Female,0,Yes,No,Yes,Month-to-month,Yes,69.2,No
Male,0,Yes,Yes,Yes,Two year,No,54.65,No
Female,0,Yes,Yes,Yes,One year,Yes,24.75,No
Male,0,Yes,Yes,Yes,One year,Yes,23.95,No
Female,1,Yes,No,Yes,One year,No,105,No
Male,0,Yes,No,Yes,One year,Yes,59.85,No
Male,0,No,No,Yes,Month-to-month,No,20.05,No
Female,0,No,No,Yes,One year,Yes,92.15,No
Male,0,Yes,Yes,No,One year,No,44.8,No
Female,0,No,No,Yes,Two year,No,20.9,No
Female,1,No,No,Yes,Month-to-month,Yes,95.4,No
Male,0,No,Yes,Yes,Month-to-month,No,80.35,No
Female,0,Yes,Yes,Yes,Two year,Yes,85.1,No
Male,0,No,No,No,Month-to-month,Yes,34.7,Yes
Male,1,Yes,No,Yes,Two year,Yes,115.05,No
Female,0,No,No,Yes,Month-to-month,Yes,81.1,Yes
Male,0,Yes,Yes,Yes,One year,No,19.95,No
Female,0,Yes,Yes,Yes,Month-to-month,No,20.55,Yes
Female,0,No,No,Yes,Two year,Yes,106.6,Yes
Female,0,Yes,No,Yes,Two year,No,86.15,No
Female,1,No,No,Yes,Month-to-month,No,78.85,No
Male,0,Yes,No,Yes,Month-to-month,Yes,106.75,Yes
Male,1,Yes,No,Yes,Month-to-month,No,86.55,No
Male,0,No,No,No,Month-to-month,No,42.4,No
Female,0,No,No,Yes,Month-to-month,Yes,89.45,Yes
Male,0,Yes,No,Yes,Two year,No,24.25,No
Female,0,No,No,Yes,Month-to-month,Yes,97.9,Yes
Male,1,No,No,Yes,One year,No,20.5,No
Male,0,No,No,Yes,Month-to-month,Yes,19.6,No
Male,0,Yes,Yes,Yes,One year,No,20.25,No
Male,0,No,No,Yes,Month-to-month,Yes,55.7,Yes
Female,0,No,No,Yes,Two year,Yes,20.6,No
Female,0,Yes,Yes,Yes,Two year,No,19.8,No
Male,0,No,No,Yes,Month-to-month,Yes,79.8,Yes
Female,0,No,No,Yes,Month-to-month,No,80.2,No
Female,0,Yes,Yes,Yes,Two year,Yes,116.4,No
Female,0,No,No,No,Month-to-month,Yes,31.65,No
Male,0,Yes,No,Yes,Month-to-month,No,94.15,No
Male,0,No,No,Yes,Month-to-month,No,20.65,No
Female,1,Yes,No,Yes,Month-to-month,Yes,76.85,No
Female,0,No,No,Yes,Month-to-month,No,20.15,No
Male,0,No,No,Yes,Two year,No,55.25,No
Female,0,Yes,No,No,Month-to-month,Yes,39.05,Yes
Male,0,Yes,No,Yes,Two year,No,82.15,No
Female,1,No,No,Yes,One year,No,103,No
Female,0,Yes,No,Yes,Month-to-month,Yes,95.1,No
Female,1,Yes,No,Yes,Month-to-month,Yes,83.9,Yes
Female,0,Yes,Yes,Yes,Month-to-month,Yes,95.15,No
Male,0,Yes,No,Yes,One year,Yes,79.8,No
Male,0,Yes,No,Yes,Two year,Yes,74.8,No
Female,1,No,No,Yes,Month-to-month,Yes,69.85,Yes
Female,0,No,No,Yes,Month-to-month,No,20.45,No
Male,0,Yes,Yes,Yes,One year,No,78.35,No
Female,0,No,No,Yes,Month-to-month,Yes,53.55,Yes
Male,0,No,No,Yes,One year,No,19.1,No
Female,0,Yes,Yes,Yes,Two year,No,20,No
Female,0,Yes,Yes,Yes,Two year,No,93.9,Yes
Male,0,No,No,Yes,One year,No,19.95,No
Male,0,Yes,Yes,Yes,Two year,Yes,113.15,Yes
Female,0,No,No,Yes,Two year,No,24,No
Female,1,Yes,No,Yes,Month-to-month,No,84.95,Yes
Male,0,Yes,No,Yes,Month-to-month,Yes,80.5,Yes
Male,0,No,No,Yes,Month-to-month,Yes,19.3,Yes
Female,0,No,No,Yes,One year,No,19.15,No
Female,1,No,No,Yes,One year,Yes,91.3,No
Male,0,No,No,Yes,Month-to-month,Yes,49.65,Yes
Female,0,No,No,Yes,Two year,No,54.35,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,19.15,No
Male,0,No,No,Yes,Month-to-month,Yes,88.45,Yes
Male,0,No,No,Yes,Two year,No,19.75,No
Male,0,Yes,No,Yes,One year,Yes,75.5,No
Female,0,Yes,Yes,Yes,Month-to-month,Yes,83.75,No
Female,0,No,No,Yes,Month-to-month,No,19.4,No
Female,0,No,No,Yes,Two year,No,26.5,No
Male,1,No,No,Yes,Month-to-month,Yes,90.5,Yes
Female,0,Yes,Yes,Yes,One year,No,19.15,No
Male,0,Yes,No,Yes,Month-to-month,Yes,94.85,Yes
Male,0,Yes,Yes,Yes,Month-to-month,Yes,69.95,Yes
Female,0,Yes,Yes,No,One year,No,40.9,No
Male,0,No,No,Yes,Two year,Yes,80.25,No
Female,0,No,No,Yes,Month-to-month,Yes,48.6,Yes
Male,0,No,No,Yes,Month-to-month,Yes,70.8,No
Male,0,Yes,Yes,Yes,Month-to-month,No,60.2,No
Male,0,No,Yes,Yes,One year,No,55.2,No
Female,1,No,No,No,Month-to-month,Yes,55.8,Yes
Female,0,Yes,Yes,Yes,One year,No,54.15,No
Male,0,Yes,No,Yes,Month-to-month,Yes,80.15,Yes
Female,0,No,No,Yes,Month-to-month,Yes,75.5,Yes
Female,1,Yes,No,Yes,Month-to-month,Yes,100.4,No
Female,0,No,No,Yes,One year,Yes,62.55,No
Female,0,Yes,Yes,Yes,Two year,Yes,70.45,No
Male,0,Yes,Yes,Yes,One year,Yes,85.5,No
Male,0,No,No,Yes,Month-to-month,Yes,20.2,Yes
Female,0,Yes,Yes,Yes,Month-to-month,No,54.5,No
Male,0,No,No,Yes,Month-to-month,No,20.75,No
Male,0,No,No,Yes,Month-to-month,No,20.35,No
Female,1,Yes,No,Yes,One year,Yes,91,No
Male,0,Yes,No,Yes,Two year,Yes,104.8,No
Female,0,Yes,No,Yes,Month-to-month,Yes,74.75,Yes
Male,0,No,No,Yes,Month-to-month,Yes,104.05,Yes
Male,0,No,No,Yes,Month-to-month,Yes,51.1,No
Male,1,Yes,No,Yes,Month-to-month,Yes,89.8,No
Female,0,No,Yes,Yes,Month-to-month,Yes,20.55,No
Female,0,No,No,Yes,Month-to-month,No,64.05,No
